N,Tweet,Negative,Neutral,Positive
14415, Que hace Boric metiendose en politica exterior. Con cuea maneja la politica en Chile,,1,
14416,"  Si la escribieran gente decentes con capacidades pueden ampliarse plazos. Pero con esa tropa de ignorantes, agrandados, sobervios, prepotentes, extremistas etc",1,,
14417, Sino queremos pagar intereses no pidamos plata prestada. No gastemos mas de lo que tenemos.   Asi de sencillo. Como tan ignorante!,1,,
14418, Y?,1,,
14419,  La gente de izquierda tiene muy bajo el auto estima. No se siente capaz de progresar económicamente por eso mira con envidia la granjearías de otros.,1,,
14420, Eso resuelve el problema de la justicia en Chile con la delincuencia?,1,,
14421, Que estupidez!! No van los mejores sino por la tontera de paridad de Genero.,1,,
14422,  Mas intrusos,1,,
14423, Fui hoy no pude entrar estaba lleno,,1,
14424,  Hay algo que valga la pena aprobar,,1,
14425,"  Y cuando van a contar la historia del Saqueador, asesino y violador de comandante Pepe dirigente del MIR que sembro el terror en los campesinos con el beneplácito del Gobierno de la UP",1,,
14426, Todo Chile sera nacion mapuche,,1,
14427, Como va se va repetir,,1,
14428,  Alguien cree que los ultras va a permitir que en el pleno les borren 100% lo que escribieron en las comisiones? Eso ya esta cocinado. Quedando in solo articulos de los ultras ya es malo.,,1,
14429, Hay que pedirle la oponion a los pueblos originarios plop!! Exijo una explicacion!!,,1,
14430, Inventando la rueda y Peru nos pasa por arriba ,,1,
14431, Como este pais se lleno de envidia,1,,
14432,   Ja ja ja !! Pero weon,1,,
14433, Tanta amargura en una sola persona,1,,
14434, Mas burocratas,1,,
14435,  Un congreso que va legislar leyes,,1,
14436,  16 florcitas motuda!! Como si no fuera suficiente uno,1,,
14437, Una cosa es reconocer y defender nuestra diversidad producto de los distios territorios que Chile anexo pero otra cosa es crear inecesariamente autonomias y apartes confusas. NO!! Somos in solo Chile,,1,
14438, Que pasa con la antartida? Vamos a renunciar?,1,,
14439,   Si pero no creando leyes distinta ni territorios autónomos. Ademas especifica como “otros territorios”  sin decir a que se refiere.,,1,
14440," No es un estado federado pero tiene toda la cara de ser. No es para que cada region tenga su autonomia,presupuestos,sus jueces, sus leyes etc. Mas cargos publicos. En Chile todos hablamos iguales y nos vestimos iguales. Hay una etnia ya sea mapuche o aymara. Pero no es para tanto",,1,
14441, Que tiene de triste!! Muchos lo hicimos cuando estudiabamos igual somos felices. Que estupidez y resentimiento de ver la vida.,1,,
14442, Chile es uno solo!!,,1,
14443, Pobre weon! Copao,1,,
14444, Llame ahora a fijar los precios y nos cuenta como nos va.,,1,
14445, Eso se repite!! Aumento de poder adquisitivo sin ser acompañado de una produccion es inflaccion. Usted es economista.,1,,
14446, Bien Pamela Jiles y los weones de los nietitos del camara y el senado.,1,,
14447, Donde chucha esta Bachelet,1,,
14448,  Son mezclas decslogan. Sin conexion y de mala redacción. Me pasa lo mismo.,1,,
14449,  Ayer Baradit dijo que era una revolucion lo que ina salir de CC !! Super nos quedamos tranquilo!,,1,
14450, Esta expropiado!!,1,,
14451, Que no nos ganen los falites nazis,1,,
14452, Mañana voy!!,,1,
14453,  Lee bien,1,,
14454, No basta ser indigena!! O campesino,1,,
14455, Que bien para no verlo,,,1
14456, Que se vaya a Tomas Moro!!,1,,
14457," No, asaltar si",1,,
14458,  Hay que motivar la detención ciudadana,,,1
14459, No lo cacho!! Me basta con los ruidos toxicos de las motos de los venecos,1,,
14460, El ojo morado no le cree nadie. Es demasiado perfecto,1,,
14461, Cuando se escriba la historia como se destruyo una gran nación como Chile CNN y todo el periodismo basura que incentivo la violencia tendrán paginas y paginas de vergüenza. Los sabrán nuestros hijos tambien,1,,
14462,  Pepe la gente no sabe lo que quiere. El intelecto de nuestros pueblos es malo. Por eso que tenemos este continente lleno de inutiles goberdo. ,1,,
14463, El 60% aprueba esa mierda. La ignorancia sera ma gran causa del desastre de Chile.,1,,
14464, Los delincuentes deben ser tratado con todos los DDHH segun la prensa basura,1,,
14465, Esta weona la Mirna que va hacer ella si esta en riesgo su vida atacada por una orda fanatica. Ojala no le suceda.,1,,
14466, eso se llama libertad a la comunicacion,,,1
14467, con que ropa,,1,
14468,  autoridades indigenas...de donde?,1,,
14469, pucha pero queremos ser como Bolivia...pu,1,,
14470, Jorge aun creen en esa gente? Ayer el iluminado e ilustrado de Baradit dijo que eso era una revolucion,1,,
14471,  justo pasaba por ahi e le llego en el ojo y ahora quiere ser senador vitalicio,,1,
14472, que se querellen contar el csm altiro. Zurdo desgraciado,1,,
14473, Ellos pu!! La ilustración chilena. Los mas competentes y capacitados. No les alcanza ni para una junta vecinal. Presumidos con aires de grandezas.,1,,
14474,  Lo dice el mas cara de vivo!,1,,
14475,   Fue a ver el partido?,,1,
14476, Yass! Y?,,1,
14477, Cual seria el problema?,1,,
14478, La Izquierda hasta sus últimos días le sigue derribando ministros a Piñera. Ira haber revancha en el próximos gobierno. Veremos¡¡¡,,1,
14479," queremos copiar los éxitos de los paises como Peru, Bolivia que lleva mas 17 años de un gobierno socialista como el MAS ",,1,
14480, Para que le sirve sino tiene un puto peso para explotarlo...aca le quieren copiar ,1,,
14481,  El INDH no sirve y debe ser disuelto. Esta tomado por comunistas que protegen a delincuentes y terroristas. No goza de la confianza de la ciudanía.,1,,
14482, bonita la toalla...😂😂😊,,,1
14483," Nicco sabe que si se va ese puesto se lo agarran los comunistas extremos quienes terminaran por destruirlo. Ya da  lo mismo porque debe desaparecer no es ninguna garantía debido que INDH ampara el terrorismo, la delincuencia  y no goza de la confianza del ciudadanìa.",1,,
14484, Me importa un rabano lo que haga con su vida esta extremista. A partir de marzo hay que estar atento lo que haga en la camara.,1,,
14485, Guau!!,,,1
14486,  La izquierda odia a los empresario porque producen trabajos. Los zurdos son gente floja espera todo del estado.,1,,
14487,                De que nacionalidad?,,1,
14488, Por que buscais los vivos entre los muertos?,1,,
14489,  No es el camino perdonarle la vida,1,,
14490, Buen despertar!!,,,1
14491, A yapu!! Yo invierto pensando en el futuro con expectativa que me van a respetar lo acordado. Que le paso a Allende? Van a repetir la misma estupidez ?,1,,
14492, Que lo disfrute nadie va ir a investir,,,1
14493, Ustedes compran el comunismo por adelantado,1,,
14494, Muchas mujeres donde estan los hombres?!! Ctm,1,,
14495,"Mientras Bassa y Politzer llaman a no tergiversar la convencion por las futura expropiación que comenzó pagando indemnización , luego paso a cero ahora ya va que la empresa deberá  pagarle al estado. Locura!!  ",1,,
14496,    Barbara deje de ser optimista!!,1,,
14497, Tenemos nuevo computooooooo!,,,1
14498, Manos arriba entregue todo y no mire!!,1,,
14499, Brigadas populares del FA y PC al mas puro estilo nazi,1,,
14500,  El mejor pais de LA,,1,
14501, Y si hacemos una vaca para juntar plata y pagar recompensa para caprurar a los delincuentes que atacaron a la fuente alemana,1,,
14502, La demencia es total!!,1,,
14503, Desinformacion desatada!!! Ja ja ja !! Csm,1,,
14504, Bien gamba!! Delincuentes,1,,
14505, Pase esta mañana para solidarizar y estaba cerrado,,1,
14506, de verdad creen ustedes que los comunistas de plaza italia buscan democracia? ,1,,
14507, Brigadistas populares del FA y PC al mas puro estilo nazi!! Atacando Fuente Alemana,1,,
14508, Esos csm!! Que andan gastando tiempo en delincuentes y despues van a decir que no les alcanzo al tiempo!!,1,,
14510, Lito noma!! Invita al debate y luego callarse!! plop!! Exijo una explicacion!!,1,,
14511, La onguracion fue espectacular !!  Pifiando la cancion nacional Los medios tuvieron la culpa??,,,1
14512, Dejaste la caga!! Tu ignorancia dejo en manifiesto que no tienes nada que hacer ahi. Como otros tantos. Eres una responsable de este fracaso. Te traiciono tu arrogancia y ansiedad.,1,,
14513,  Balazos y una granada se merecen esos mal nacidos!!,1,,
14514,  Al mas puro estilo nazi. Estos animales quiere liberar Boric con Jackson,1,,
14515,  Como avalas esto? Tienes estudios argumentos? Cifras,,1,
14516," Me pregunto si van extender el plazo de entrega de la constitucion? Vale la pena seguir ampliando esta incertidumbre que daña el prestigio de Chile!? O es una jugada de la izquierda que nunca creyo en este proceso y lo reventó desde adentro,",,1,
14517,  Cuales?,,1,
14518, Mish!! Osea si hay alguien que no esta de acuerdo con la constitucion es golpista!! Donde esta la participacion de todes!,1,,
14519,  Lloron!! Los golpistas son ustedes al querer hace una constitución aplanadora.,1,,
14520,  Patricia echándole la culpa y a la derecha y a los medios. Ayer la convencional Ivanna Olivares nombro hasta la empresa que iba a expropiar y ademas se declara su objetivo ser Bolivia. Demasiado lejos.,1,,
14521,  el 18O todos creyeron que eran un cambio generacional pero no era mas que querer desenterrar la fracasada revolucion de la UP. Donde están las ideas nuevas de los nuevos tiempos?? Boric hasta  repitió el discurso de Allende...eso son los nuevos tiempos ? pasado a naftalina? chao,,1,
14522, no se necesita campaña para desprestigiarla,1,,
14523,  como eso?? quien la va escribir...otra vez el partido comunista?? ustedes leyeron la historia de Chile que paso en 1925 cuando Alessandri invito al partido comunista a escribirla?,,1,
14524, Bastaba leer la historia que paso cuando Alessandri quiso hacer una constituyente el 1925 el partido comunista salio con las mismas estupideces de ahora.,1,,
14525, Se hablaba de un cambio generacional pero solo es una revolucion pasada a naftalina. Sacaron del baul de los recuerdos la fracasada revolucion de la UP. Se esperaba mas esta geracion criticona.,,1,
14526,   Cuando se descubrió Escondida se demoraron 10 años en conseguir ficianiento porque el pais no habia democracia. Finalmente se consiguió tras muchas condiciones. Todo ese prestigio ganado en la confianza al pais estos sacowea ignorantes se lo pitiaron en un dia. CSM,1,,
14527,    Esta escribiendo el futuro de millones de chilenos. Incluso de los que aun no han nacido.,,1,
14528,   Que manera de reirse la gente de una weona ignorante y mentirosa.,1,,
14529,  Ta cagao!! Ahora no quieren cambiar la forma de hablar,1,,
14530, Cuantas hora se gastaron el año pasado en wea como esa?,,1,
14531,  Que se supone wue debemos hacer? Apagar la luces de las calle y de los autos?,,1,
14532, Tendremos que importar cocacola y agua mineral,,1,
14533, Ah!! No somos alaracos porque el pleno se arregla todo. Es que esta todo malo y no va alcanzar tiempo.,1,,
14534,   Medio Chile? Chile entero,,1,
14535, Señora cuando perdimos el plesbicito me cuestione mucho!! Trate de entender como iba estar tan perdido ya que solo eramos el 22% . El tiempo me respondió.,,1,
14536, Chua!! Anenaza esta en la CC,1,,
14537, En la historia de Chile quedata esté baldon del desmantelamiento de la democracia y el progreso que tenia Chile. Permitido por partidos democratas pero ciegos y mezquinos.,1,,
14538, La constituyente sale de la convención y vocifera a los cuatro vientos la barbaridad que se lo ocurre decir hasta nombra la primera expresa que va a nacionalizar. Imbecil!!,1,,
14539," No, somos un pais con la peor clase politica. Incluida tu",1,,
14540,  Informate!! Weon las emoresa sacan agua del mar,1,,
14541, Lo peor de todo que menciono la primera empresa en expropiar ; Escondida!! La empresa que mas inversiones tiene proyectada. Con esta estupidez capaz que frenen todo. Mas cesantia!,1,,
14542," Me importa un pico si es o no es de Pinochet, prefiero quedarme con la actual antes la locura de esos dementes!!",1,,
14543, Si weona !! Tambien tiene buena industria pesquera!! ,1,,
14544,   DW es un canal de uzquierda y sesgado. Lo deje de ver.,1,,
14545," Esta cabra weona no estudio historia,?? El MAS lleva gobernado mas de 17 año Bolivia y para la pandemia la gente sino llevaba tubo de oxigeno se moria en las puerta de los hospitales. Evo se atendió clinica privada. Saco wea !!",1,,
14546,   seguramente leiste la del 80,1,,
14547,"La convencional Ivanna Olivares nos quiere a todos hacer andar en autos a bateria como el de Evo Morales, pero no cacha que a los zurdos les gusta las Ford Explorer que son caras  ",,1,
14548," Ivanna Olivares, es muuuy ignorante. Quiere acabar con los tratados y quiere fabricar autos de litios"" cuando le han dicho hasta cansancio que la batería solo tiene un 2% de litio. A donde mierda va ir vender autos si no va a tener acceso a ningún mercado sin tratados""",1,,
14549, con litio vamos hacer autos😅😅😅😅problemas comunicacionales,1,,
14550, profesora de historia...super ideologizada sin conocer lo mas mínimo de minería la hace cometer esta brutalidad y perjudicar mas la imagen de la CC. Lo peor que hay mas imbéciles que ella y le creen.,1,,
14551, Mas allá de una mala política de comunicacional que tiene la CC es la ignorancia de sus miembros que salen de las salas a pregonar la nueva ley con una desfachatez de miedo. Mas aun ya notifica quien será la primera minera en caer. En verdad esta gente no mide consecuencias?,1,,
